videoid,videourl,good_sub,sub,title,query_phrase,channel,channel_id,channel_url,punctuation_count,subtitle_duration,channel_follower_count,upload_date,duration,view_count,categories,like_count,subtitle_coverage
GWsxUNh1sX4,https://www.youtube.com/watch?v=GWsxUNh1sX4,False,False,,,,,,0,0.0,,,,,[],,
kshafjDqA9M,https://www.youtube.com/watch?v=kshafjDqA9M,False,False,,,,,,0,0.0,,,,,[],,
iEPAJ2egmvE,https://www.youtube.com/watch?v=iEPAJ2egmvE,False,False,,,,,,0,0.0,,,,,[],,
llvRHCqWlQw,https://www.youtube.com/watch?v=llvRHCqWlQw,False,False,,,,,,0,0.0,,,,,[],,
2oiFtL7Ev5w,https://www.youtube.com/watch?v=2oiFtL7Ev5w,False,False,,,,,,0,0.0,,,,,[],,
Ehn7nxEzpn8,https://www.youtube.com/watch?v=Ehn7nxEzpn8,False,False,,,,,,0,0.0,,,,,[],,
qFkS6cmESMI,https://www.youtube.com/watch?v=qFkS6cmESMI,False,False,,,,,,0,0.0,,,,,[],,
hRsAO8c190E,https://www.youtube.com/watch?v=hRsAO8c190E,False,False,,,,,,0,0.0,,,,,[],,
u0pUOle_PSU,https://www.youtube.com/watch?v=u0pUOle_PSU,False,False,,,,,,0,0.0,,,,,[],,
Q63E7C4P4Q0,https://www.youtube.com/watch?v=Q63E7C4P4Q0,False,False,,,,,,0,0.0,,,,,[],,
3jTGTJnm0ic,https://www.youtube.com/watch?v=3jTGTJnm0ic,False,False,,,,,,0,0.0,,,,,[],,
XU_TmJN-QVs,https://www.youtube.com/watch?v=XU_TmJN-QVs,False,True,,,,,,0,0.0,,,,,[],,
2mATnGPTiS4,https://www.youtube.com/watch?v=2mATnGPTiS4,False,False,,,,,,0,0.0,,,,,[],,
Vp_MkGaqoYk,https://www.youtube.com/watch?v=Vp_MkGaqoYk,False,False,,,,,,0,0.0,,,,,[],,
7JQ5H20LOyg,https://www.youtube.com/watch?v=7JQ5H20LOyg,False,False,,,,,,0,0.0,,,,,[],,
YGz-zIoYp3w,https://www.youtube.com/watch?v=YGz-zIoYp3w,False,False,,,,,,0,0.0,,,,,[],,
DIIXSCb_RpE,https://www.youtube.com/watch?v=DIIXSCb_RpE,False,False,,,,,,0,0.0,,,,,[],,
HLOpJy1XAws,https://www.youtube.com/watch?v=HLOpJy1XAws,False,False,,,,,,0,0.0,,,,,[],,
KfgHsE4Hm-Y,https://www.youtube.com/watch?v=KfgHsE4Hm-Y,False,False,,,,,,0,0.0,,,,,[],,
c_R-Vd1PajY,https://www.youtube.com/watch?v=c_R-Vd1PajY,False,False,,,,,,0,0.0,,,,,[],,
-BcvSYJPoL0,https://www.youtube.com/watch?v=-BcvSYJPoL0,False,False,,,,,,0,0.0,,,,,[],,
XgDSWZip7do,https://www.youtube.com/watch?v=XgDSWZip7do,False,False,,,,,,0,0.0,,,,,[],,
XHxJO8WlOd8,https://www.youtube.com/watch?v=XHxJO8WlOd8,False,True,,,,,,124,551.95,,,,,[],,
pB685JYl7eg,https://www.youtube.com/watch?v=pB685JYl7eg,False,False,,,,,,0,0.0,,,,,[],,
GuYYXHzdF8Y,https://www.youtube.com/watch?v=GuYYXHzdF8Y,False,False,,,,,,0,0.0,,,,,[],,
B_Y71-vobF8,https://www.youtube.com/watch?v=B_Y71-vobF8,False,False,,,,,,0,0.0,,,,,[],,
-ezwT6KkIIY,https://www.youtube.com/watch?v=-ezwT6KkIIY,False,False,,,,,,0,0.0,,,,,[],,
rEMBLncy-3E,https://www.youtube.com/watch?v=rEMBLncy-3E,False,False,,,,,,0,0.0,,,,,[],,
qGMdGAhjzX8,https://www.youtube.com/watch?v=qGMdGAhjzX8,False,False,,,,,,0,0.0,,,,,[],,
UQmdmH3eQWU,https://www.youtube.com/watch?v=UQmdmH3eQWU,False,False,,,,,,0,0.0,,,,,[],,
GQxI7m3UFpc,https://www.youtube.com/watch?v=GQxI7m3UFpc,False,False,,,,,,0,0.0,,,,,[],,
zQNtvhzQet4,https://www.youtube.com/watch?v=zQNtvhzQet4,False,False,,,,,,0,0.0,,,,,[],,
UlfSmOWRkOs,https://www.youtube.com/watch?v=UlfSmOWRkOs,False,False,,,,,,0,0.0,,,,,[],,
ZGlocjX3_k0,https://www.youtube.com/watch?v=ZGlocjX3_k0,False,False,,,,,,0,0.0,,,,,[],,
tABY6NC8mR8,https://www.youtube.com/watch?v=tABY6NC8mR8,False,False,,,,,,0,0.0,,,,,[],,
UI-GCJiE0Jo,https://www.youtube.com/watch?v=UI-GCJiE0Jo,False,False,,,,,,0,0.0,,,,,[],,
MTsnkndA8bw,https://www.youtube.com/watch?v=MTsnkndA8bw,False,False,,,,,,0,0.0,,,,,[],,
sj0142Rpat4,https://www.youtube.com/watch?v=sj0142Rpat4,False,False,,,,,,0,0.0,,,,,[],,
z5eS9xwZKdo,https://www.youtube.com/watch?v=z5eS9xwZKdo,False,False,,,,,,0,0.0,,,,,[],,
NQsLsRSHyfk,https://www.youtube.com/watch?v=NQsLsRSHyfk,False,False,,,,,,0,0.0,,,,,[],,
9KqJ7wxFgv8,https://www.youtube.com/watch?v=9KqJ7wxFgv8,False,False,,,,,,0,0.0,,,,,[],,
XdEEZXvMdxU,https://www.youtube.com/watch?v=XdEEZXvMdxU,False,False,,,,,,0,0.0,,,,,[],,
x88F_5H4tZw,https://www.youtube.com/watch?v=x88F_5H4tZw,False,False,,,,,,0,0.0,,,,,[],,
ARICFKC7AV0,https://www.youtube.com/watch?v=ARICFKC7AV0,False,False,,,,,,0,0.0,,,,,[],,
7atCwphpmYY,https://www.youtube.com/watch?v=7atCwphpmYY,False,False,,,,,,0,0.0,,,,,[],,
0lS9btv3GVk,https://www.youtube.com/watch?v=0lS9btv3GVk,False,False,,,,,,0,0.0,,,,,[],,
0uZOV6rMPRQ,https://www.youtube.com/watch?v=0uZOV6rMPRQ,False,False,,,,,,0,0.0,,,,,[],,
9HNlKSKyH6w,https://www.youtube.com/watch?v=9HNlKSKyH6w,False,False,,,,,,0,0.0,,,,,[],,
w8Gi0nnAOQ0,https://www.youtube.com/watch?v=w8Gi0nnAOQ0,False,False,,,,,,0,0.0,,,,,[],,
upkPPHLGAAA,https://www.youtube.com/watch?v=upkPPHLGAAA,False,False,,,,,,0,0.0,,,,,[],,
YVhGWRqKDEk,https://www.youtube.com/watch?v=YVhGWRqKDEk,False,False,,,,,,0,0.0,,,,,[],,
150AxTIJUaQ,https://www.youtube.com/watch?v=150AxTIJUaQ,False,False,,,,,,0,0.0,,,,,[],,
f3U8UeTnVrg,https://www.youtube.com/watch?v=f3U8UeTnVrg,False,False,,,,,,0,0.0,,,,,[],,
-NeMdvMDH6Y,https://www.youtube.com/watch?v=-NeMdvMDH6Y,False,False,,,,,,0,0.0,,,,,[],,
Jdea8BxOAbQ,https://www.youtube.com/watch?v=Jdea8BxOAbQ,False,False,,,,,,0,0.0,,,,,[],,
q541evSQRxc,https://www.youtube.com/watch?v=q541evSQRxc,False,False,,,,,,0,0.0,,,,,[],,
AuXT2Jcc2jc,https://www.youtube.com/watch?v=AuXT2Jcc2jc,False,False,,,,,,0,0.0,,,,,[],,
NW6GLRa0L7U,https://www.youtube.com/watch?v=NW6GLRa0L7U,False,False,,,,,,0,0.0,,,,,[],,
VG2kx_vBMQ0,https://www.youtube.com/watch?v=VG2kx_vBMQ0,False,False,,,,,,0,0.0,,,,,[],,
LCH6A5zGAoc,https://www.youtube.com/watch?v=LCH6A5zGAoc,False,True,,,,,,2,6.0,,,,,[],,
_WnLHMvlW68,https://www.youtube.com/watch?v=_WnLHMvlW68,False,False,,,,,,0,0.0,,,,,[],,
BCf1xFsIiOc,https://www.youtube.com/watch?v=BCf1xFsIiOc,False,False,,,,,,0,0.0,,,,,[],,
JgRXPTCzlwA,https://www.youtube.com/watch?v=JgRXPTCzlwA,False,False,,,,,,0,0.0,,,,,[],,
az6-u8Z9vnw,https://www.youtube.com/watch?v=az6-u8Z9vnw,False,False,,,,,,0,0.0,,,,,[],,
-6sY6caJEEY,https://www.youtube.com/watch?v=-6sY6caJEEY,False,False,,,,,,0,0.0,,,,,[],,
wPKSpND0nGY,https://www.youtube.com/watch?v=wPKSpND0nGY,False,False,,,,,,0,0.0,,,,,[],,
nRiwLZ548zs,https://www.youtube.com/watch?v=nRiwLZ548zs,False,False,,,,,,0,0.0,,,,,[],,
srEwOkLaoPE,https://www.youtube.com/watch?v=srEwOkLaoPE,False,False,,,,,,0,0.0,,,,,[],,
FGSo7_1Hxn4,https://www.youtube.com/watch?v=FGSo7_1Hxn4,False,False,,,,,,0,0.0,,,,,[],,
pzUSqv1wbpE,https://www.youtube.com/watch?v=pzUSqv1wbpE,False,True,,,,,,3,239.64,,,,,[],,
OqYUSwrh6Ag,https://www.youtube.com/watch?v=OqYUSwrh6Ag,False,False,,,,,,0,0.0,,,,,[],,
DPViiNT71sM,https://www.youtube.com/watch?v=DPViiNT71sM,False,True,,,,,,2,919.2,,,,,[],,
wneSKwO_GuE,https://www.youtube.com/watch?v=wneSKwO_GuE,False,False,,,,,,0,0.0,,,,,[],,
a-FMKeLvdmU,https://www.youtube.com/watch?v=a-FMKeLvdmU,False,False,,,,,,0,0.0,,,,,[],,
mPQZmNdmFOE,https://www.youtube.com/watch?v=mPQZmNdmFOE,False,False,,,,,,0,0.0,,,,,[],,
X2fr76a87Y8,https://www.youtube.com/watch?v=X2fr76a87Y8,False,True,,,,,,2,1467.6,,,,,[],,
zgOnxjGmS58,https://www.youtube.com/watch?v=zgOnxjGmS58,False,False,,,,,,0,0.0,,,,,[],,
tO3RGqbZsS0,https://www.youtube.com/watch?v=tO3RGqbZsS0,False,False,,,,,,0,0.0,,,,,[],,
UjO-duQiUcc,https://www.youtube.com/watch?v=UjO-duQiUcc,False,False,,,,,,0,0.0,,,,,[],,
JtaCrrHMU58,https://www.youtube.com/watch?v=JtaCrrHMU58,False,False,,,,,,0,0.0,,,,,[],,
hbh3rkiwj0s,https://www.youtube.com/watch?v=hbh3rkiwj0s,False,False,,,,,,0,0.0,,,,,[],,
WsbImCtmkEA,https://www.youtube.com/watch?v=WsbImCtmkEA,False,False,,,,,,0,0.0,,,,,[],,
aa32dre77MI,https://www.youtube.com/watch?v=aa32dre77MI,False,False,,,,,,0,0.0,,,,,[],,
QjKhOFCdlc4,https://www.youtube.com/watch?v=QjKhOFCdlc4,False,False,,,,,,0,0.0,,,,,[],,
jkWKqR0qXCs,https://www.youtube.com/watch?v=jkWKqR0qXCs,False,False,,,,,,0,0.0,,,,,[],,
hOUm0oZp6wA,https://www.youtube.com/watch?v=hOUm0oZp6wA,False,False,,,,,,0,0.0,,,,,[],,
eluE9LCxZCk,https://www.youtube.com/watch?v=eluE9LCxZCk,False,False,,,,,,0,0.0,,,,,[],,
eLU9gppdhCE,https://www.youtube.com/watch?v=eLU9gppdhCE,False,False,,,,,,0,0.0,,,,,[],,
hVlosURfyik,https://www.youtube.com/watch?v=hVlosURfyik,False,False,,,,,,0,0.0,,,,,[],,
5kzblTlLUAc,https://www.youtube.com/watch?v=5kzblTlLUAc,False,False,,,,,,0,0.0,,,,,[],,
7cBDCTtjzLw,https://www.youtube.com/watch?v=7cBDCTtjzLw,False,False,,,,,,0,0.0,,,,,[],,
OuGdAOcG8l4,https://www.youtube.com/watch?v=OuGdAOcG8l4,False,False,,,,,,0,0.0,,,,,[],,
d-97pEeP0LY,https://www.youtube.com/watch?v=d-97pEeP0LY,False,False,,,,,,0,0.0,,,,,[],,
NUPX9TSByjU,https://www.youtube.com/watch?v=NUPX9TSByjU,False,False,,,,,,0,0.0,,,,,[],,
DmfuCxqz2fM,https://www.youtube.com/watch?v=DmfuCxqz2fM,False,False,,,,,,0,0.0,,,,,[],,
jwS-Nky16Hc,https://www.youtube.com/watch?v=jwS-Nky16Hc,False,False,,,,,,0,0.0,,,,,[],,
qB-VR0MXz3s,https://www.youtube.com/watch?v=qB-VR0MXz3s,False,False,,,,,,0,0.0,,,,,[],,
oqlpWFhsfew,https://www.youtube.com/watch?v=oqlpWFhsfew,False,False,,,,,,0,0.0,,,,,[],,
WXnu2W1CBsA,https://www.youtube.com/watch?v=WXnu2W1CBsA,False,False,,,,,,0,0.0,,,,,[],,
UooSx0UCW74,https://www.youtube.com/watch?v=UooSx0UCW74,False,False,,,,,,0,0.0,,,,,[],,
yiMJtbl96q4,https://www.youtube.com/watch?v=yiMJtbl96q4,False,False,,,,,,0,0.0,,,,,[],,
DsvNrTKj3wg,https://www.youtube.com/watch?v=DsvNrTKj3wg,False,False,,,,,,0,0.0,,,,,[],,
S76VQK2vqIU,https://www.youtube.com/watch?v=S76VQK2vqIU,False,False,,,,,,0,0.0,,,,,[],,
JyLS4qNg_YA,https://www.youtube.com/watch?v=JyLS4qNg_YA,False,False,,,,,,0,0.0,,,,,[],,
uV8OHK6zo_0,https://www.youtube.com/watch?v=uV8OHK6zo_0,False,False,,,,,,0,0.0,,,,,[],,
W7CITeyfHMA,https://www.youtube.com/watch?v=W7CITeyfHMA,False,False,,,,,,0,0.0,,,,,[],,
ZWFV6-qtOZk,https://www.youtube.com/watch?v=ZWFV6-qtOZk,False,False,,,,,,0,0.0,,,,,[],,
cPjR3KooQ9s,https://www.youtube.com/watch?v=cPjR3KooQ9s,False,False,,,,,,0,0.0,,,,,[],,
YgeJGZjx_ec,https://www.youtube.com/watch?v=YgeJGZjx_ec,False,False,,,,,,0,0.0,,,,,[],,
iwTDqHrJ4vc,https://www.youtube.com/watch?v=iwTDqHrJ4vc,False,False,,,,,,0,0.0,,,,,[],,
w2bS7oZ4TVY,https://www.youtube.com/watch?v=w2bS7oZ4TVY,False,False,,,,,,0,0.0,,,,,[],,
GwxDp1qeqIU,https://www.youtube.com/watch?v=GwxDp1qeqIU,False,False,,,,,,0,0.0,,,,,[],,
mEqqgd7uMxc,https://www.youtube.com/watch?v=mEqqgd7uMxc,False,False,,,,,,0,0.0,,,,,[],,
HwbvQqaoI5E,https://www.youtube.com/watch?v=HwbvQqaoI5E,False,False,,,,,,0,0.0,,,,,[],,
f1KrLPYK1SY,https://www.youtube.com/watch?v=f1KrLPYK1SY,False,False,,,,,,0,0.0,,,,,[],,
LS-e3q7YIeQ,https://www.youtube.com/watch?v=LS-e3q7YIeQ,False,False,,,,,,0,0.0,,,,,[],,
6EtTovGMoi4,https://www.youtube.com/watch?v=6EtTovGMoi4,False,False,,,,,,0,0.0,,,,,[],,
q4gy52uhLR4,https://www.youtube.com/watch?v=q4gy52uhLR4,False,False,,,,,,0,0.0,,,,,[],,
WDesl8xNL6c,https://www.youtube.com/watch?v=WDesl8xNL6c,False,False,,,,,,0,0.0,,,,,[],,
FDwcbCcOV9E,https://www.youtube.com/watch?v=FDwcbCcOV9E,False,False,,,,,,0,0.0,,,,,[],,
M9tqb2bKEwU,https://www.youtube.com/watch?v=M9tqb2bKEwU,False,False,,,,,,0,0.0,,,,,[],,
4msKly4PXa0,https://www.youtube.com/watch?v=4msKly4PXa0,False,False,,,,,,0,0.0,,,,,[],,
lDSBXqm9po0,https://www.youtube.com/watch?v=lDSBXqm9po0,False,False,,,,,,0,0.0,,,,,[],,
yUhmCVPvr0k,https://www.youtube.com/watch?v=yUhmCVPvr0k,False,False,,,,,,0,0.0,,,,,[],,
VD-CV2NsPdA,https://www.youtube.com/watch?v=VD-CV2NsPdA,False,False,,,,,,0,0.0,,,,,[],,
5bvl0nU9uFQ,https://www.youtube.com/watch?v=5bvl0nU9uFQ,False,False,,,,,,0,0.0,,,,,[],,
BgpAGlJ2D0c,https://www.youtube.com/watch?v=BgpAGlJ2D0c,False,False,,,,,,0,0.0,,,,,[],,
7XCnBsV1O5c,https://www.youtube.com/watch?v=7XCnBsV1O5c,False,True,,,,,,2,1226.38,,,,,[],,
JPc7wgST5IU,https://www.youtube.com/watch?v=JPc7wgST5IU,False,False,,,,,,0,0.0,,,,,[],,
abvsirlgAuI,https://www.youtube.com/watch?v=abvsirlgAuI,False,False,,,,,,0,0.0,,,,,[],,
Eo2xvEvPnuI,https://www.youtube.com/watch?v=Eo2xvEvPnuI,False,False,,,,,,0,0.0,,,,,[],,
y03E9TQDMfk,https://www.youtube.com/watch?v=y03E9TQDMfk,False,False,,,,,,0,0.0,,,,,[],,
VNKOyg1RS9A,https://www.youtube.com/watch?v=VNKOyg1RS9A,False,False,,,,,,0,0.0,,,,,[],,
-d1Ba1WU7pM,https://www.youtube.com/watch?v=-d1Ba1WU7pM,False,False,,,,,,0,0.0,,,,,[],,
zLr40hBChbY,https://www.youtube.com/watch?v=zLr40hBChbY,False,False,,,,,,0,0.0,,,,,[],,
v7Yv39p9_Xg,https://www.youtube.com/watch?v=v7Yv39p9_Xg,False,False,,,,,,0,0.0,,,,,[],,
LsGkouQiLDg,https://www.youtube.com/watch?v=LsGkouQiLDg,False,False,,,,,,0,0.0,,,,,[],,
uCws_xV0En0,https://www.youtube.com/watch?v=uCws_xV0En0,False,False,,,,,,0,0.0,,,,,[],,
ohANid88eiA,https://www.youtube.com/watch?v=ohANid88eiA,False,False,,,,,,0,0.0,,,,,[],,
afq6OlFad74,https://www.youtube.com/watch?v=afq6OlFad74,False,False,,,,,,0,0.0,,,,,[],,
OkJCPUy-_x8,https://www.youtube.com/watch?v=OkJCPUy-_x8,False,False,,,,,,0,0.0,,,,,[],,
hBt7yQYKIQk,https://www.youtube.com/watch?v=hBt7yQYKIQk,False,False,,,,,,0,0.0,,,,,[],,
f665qw7LPk0,https://www.youtube.com/watch?v=f665qw7LPk0,False,False,,,,,,0,0.0,,,,,[],,
TYnLoyJZa48,https://www.youtube.com/watch?v=TYnLoyJZa48,False,False,,,,,,0,0.0,,,,,[],,
UaBduoE3PxU,https://www.youtube.com/watch?v=UaBduoE3PxU,False,False,,,,,,0,0.0,,,,,[],,
DOya-A5Sco8,https://www.youtube.com/watch?v=DOya-A5Sco8,False,False,,,,,,0,0.0,,,,,[],,
KNSoZWauWAM,https://www.youtube.com/watch?v=KNSoZWauWAM,False,False,,,,,,0,0.0,,,,,[],,
GV5j8sLgVFw,https://www.youtube.com/watch?v=GV5j8sLgVFw,False,False,,,,,,0,0.0,,,,,[],,
OKxy8yT8x9k,https://www.youtube.com/watch?v=OKxy8yT8x9k,False,False,,,,,,0,0.0,,,,,[],,
KfJ-_AaVd0M,https://www.youtube.com/watch?v=KfJ-_AaVd0M,False,False,,,,,,0,0.0,,,,,[],,
1ZIMHezSLpg,https://www.youtube.com/watch?v=1ZIMHezSLpg,False,False,,,,,,0,0.0,,,,,[],,
1XYYUX7A-dE,https://www.youtube.com/watch?v=1XYYUX7A-dE,False,False,,,,,,0,0.0,,,,,[],,
KQRBOr4L-yk,https://www.youtube.com/watch?v=KQRBOr4L-yk,False,False,,,,,,0,0.0,,,,,[],,
5Z5CLsgDadw,https://www.youtube.com/watch?v=5Z5CLsgDadw,False,False,,,,,,0,0.0,,,,,[],,
cWERrgmbLPU,https://www.youtube.com/watch?v=cWERrgmbLPU,False,False,,,,,,0,0.0,,,,,[],,
G3xDJj9OxVo,https://www.youtube.com/watch?v=G3xDJj9OxVo,False,False,,,,,,0,0.0,,,,,[],,
-kvke8Rhlm0,https://www.youtube.com/watch?v=-kvke8Rhlm0,False,False,,,,,,0,0.0,,,,,[],,
YfPOdCXxeeo,https://www.youtube.com/watch?v=YfPOdCXxeeo,False,False,,,,,,0,0.0,,,,,[],,
xVQvg1hU_bI,https://www.youtube.com/watch?v=xVQvg1hU_bI,False,False,,,,,,0,0.0,,,,,[],,
znMLCaRVP6g,https://www.youtube.com/watch?v=znMLCaRVP6g,False,False,,,,,,0,0.0,,,,,[],,
zDPn6PwUANk,https://www.youtube.com/watch?v=zDPn6PwUANk,False,False,,,,,,0,0.0,,,,,[],,
84M-tEEqcK4,https://www.youtube.com/watch?v=84M-tEEqcK4,False,False,,,,,,0,0.0,,,,,[],,
yDBAooaux5M,https://www.youtube.com/watch?v=yDBAooaux5M,False,False,,,,,,0,0.0,,,,,[],,
t26TX7MYuVs,https://www.youtube.com/watch?v=t26TX7MYuVs,False,False,,,,,,0,0.0,,,,,[],,
4GK24uB7ras,https://www.youtube.com/watch?v=4GK24uB7ras,False,False,,,,,,0,0.0,,,,,[],,
dfWk-_pNEq4,https://www.youtube.com/watch?v=dfWk-_pNEq4,False,False,,,,,,0,0.0,,,,,[],,
R_jQ4XRJl0k,https://www.youtube.com/watch?v=R_jQ4XRJl0k,False,False,,,,,,0,0.0,,,,,[],,
wlA1Hl54TCo,https://www.youtube.com/watch?v=wlA1Hl54TCo,False,False,,,,,,0,0.0,,,,,[],,
BhvdXjQVYO4,https://www.youtube.com/watch?v=BhvdXjQVYO4,False,False,,,,,,0,0.0,,,,,[],,
ozg3R4DdrPc,https://www.youtube.com/watch?v=ozg3R4DdrPc,False,False,,,,,,0,0.0,,,,,[],,
9WsEPib5kK0,https://www.youtube.com/watch?v=9WsEPib5kK0,False,False,,,,,,0,0.0,,,,,[],,
apGJbOssOu4,https://www.youtube.com/watch?v=apGJbOssOu4,False,False,,,,,,0,0.0,,,,,[],,
zoVy_8SVbMw,https://www.youtube.com/watch?v=zoVy_8SVbMw,False,False,,,,,,0,0.0,,,,,[],,
L7WCPeyJx98,https://www.youtube.com/watch?v=L7WCPeyJx98,False,False,,,,,,0,0.0,,,,,[],,
uuN0bf4rhT0,https://www.youtube.com/watch?v=uuN0bf4rhT0,False,False,,,,,,0,0.0,,,,,[],,
K3uiMsqptOs,https://www.youtube.com/watch?v=K3uiMsqptOs,False,False,,,,,,0,0.0,,,,,[],,
ZcQBzAKmLCM,https://www.youtube.com/watch?v=ZcQBzAKmLCM,False,False,,,,,,0,0.0,,,,,[],,
gl1aHhXnN1k,https://www.youtube.com/watch?v=gl1aHhXnN1k,False,False,,,,,,0,0.0,,,,,[],,
gB9n2gHsHN4,https://www.youtube.com/watch?v=gB9n2gHsHN4,False,False,,,,,,0,0.0,,,,,[],,
7vfsv6Vm7AA,https://www.youtube.com/watch?v=7vfsv6Vm7AA,False,False,,,,,,0,0.0,,,,,[],,
g6t6JUWEHfE,https://www.youtube.com/watch?v=g6t6JUWEHfE,False,False,,,,,,0,0.0,,,,,[],,
vpIWzFsy_X8,https://www.youtube.com/watch?v=vpIWzFsy_X8,False,False,,,,,,0,0.0,,,,,[],,
68ZSq6_oTr0,https://www.youtube.com/watch?v=68ZSq6_oTr0,False,False,,,,,,0,0.0,,,,,[],,
keCMlz2r8pw,https://www.youtube.com/watch?v=keCMlz2r8pw,False,False,,,,,,0,0.0,,,,,[],,
e4lgEu6se40,https://www.youtube.com/watch?v=e4lgEu6se40,False,False,,,,,,0,0.0,,,,,[],,
PVw_QfcQBsM,https://www.youtube.com/watch?v=PVw_QfcQBsM,False,False,,,,,,0,0.0,,,,,[],,
sbYlj4IQCUA,https://www.youtube.com/watch?v=sbYlj4IQCUA,False,False,,,,,,0,0.0,,,,,[],,
azB8I1595bM,https://www.youtube.com/watch?v=azB8I1595bM,False,False,,,,,,0,0.0,,,,,[],,
tbO14c-etLg,https://www.youtube.com/watch?v=tbO14c-etLg,False,False,,,,,,0,0.0,,,,,[],,
FdFAQ3f35_M,https://www.youtube.com/watch?v=FdFAQ3f35_M,False,False,,,,,,0,0.0,,,,,[],,
XYK0_D07KYU,https://www.youtube.com/watch?v=XYK0_D07KYU,False,False,,,,,,0,0.0,,,,,[],,
9JuVjUPN5fo,https://www.youtube.com/watch?v=9JuVjUPN5fo,False,False,,,,,,0,0.0,,,,,[],,
XrSAX8lCoOc,https://www.youtube.com/watch?v=XrSAX8lCoOc,False,False,,,,,,0,0.0,,,,,[],,
lXWCrIJi5aQ,https://www.youtube.com/watch?v=lXWCrIJi5aQ,False,True,,,,,,10,2.0,,,,,[],,
YfUOT-HV4YI,https://www.youtube.com/watch?v=YfUOT-HV4YI,False,False,,,,,,0,0.0,,,,,[],,
u4xDIt_Coto,https://www.youtube.com/watch?v=u4xDIt_Coto,False,False,,,,,,0,0.0,,,,,[],,
H1nywoZCC9c,https://www.youtube.com/watch?v=H1nywoZCC9c,False,True,,,,,,2,1516.84,,,,,[],,
9qFloTuqIUI,https://www.youtube.com/watch?v=9qFloTuqIUI,False,False,,,,,,0,0.0,,,,,[],,
nw0almfi-ew,https://www.youtube.com/watch?v=nw0almfi-ew,False,False,,,,,,0,0.0,,,,,[],,
jdFHUmVZ3V8,https://www.youtube.com/watch?v=jdFHUmVZ3V8,False,False,,,,,,0,0.0,,,,,[],,
cz-HcLgUr9U,https://www.youtube.com/watch?v=cz-HcLgUr9U,False,False,,,,,,0,0.0,,,,,[],,
Ih57gRHjx2I,https://www.youtube.com/watch?v=Ih57gRHjx2I,False,False,,,,,,0,0.0,,,,,[],,
vG0BJuyBca0,https://www.youtube.com/watch?v=vG0BJuyBca0,False,False,,,,,,0,0.0,,,,,[],,
3SrHitIfCTE,https://www.youtube.com/watch?v=3SrHitIfCTE,False,False,,,,,,0,0.0,,,,,[],,
VCiTARf_8fo,https://www.youtube.com/watch?v=VCiTARf_8fo,False,False,,,,,,0,0.0,,,,,[],,
qbni7Xc_58c,https://www.youtube.com/watch?v=qbni7Xc_58c,False,False,,,,,,0,0.0,,,,,[],,
vNNypscPMPc,https://www.youtube.com/watch?v=vNNypscPMPc,False,False,,,,,,0,0.0,,,,,[],,
o1aY0TiFhrs,https://www.youtube.com/watch?v=o1aY0TiFhrs,False,False,,,,,,0,0.0,,,,,[],,
9xSf8FNUm2c,https://www.youtube.com/watch?v=9xSf8FNUm2c,False,False,,,,,,0,0.0,,,,,[],,
FqqeGPgLl7w,https://www.youtube.com/watch?v=FqqeGPgLl7w,False,False,,,,,,0,0.0,,,,,[],,
BkRnSsFJPHw,https://www.youtube.com/watch?v=BkRnSsFJPHw,False,False,,,,,,0,0.0,,,,,[],,
ZXSHB5DvBwk,https://www.youtube.com/watch?v=ZXSHB5DvBwk,False,False,,,,,,0,0.0,,,,,[],,
vCE-Iwh_Uac,https://www.youtube.com/watch?v=vCE-Iwh_Uac,False,False,,,,,,0,0.0,,,,,[],,
U-SNKX13tJc,https://www.youtube.com/watch?v=U-SNKX13tJc,False,False,,,,,,0,0.0,,,,,[],,
ieT4G1e7NK4,https://www.youtube.com/watch?v=ieT4G1e7NK4,False,False,,,,,,0,0.0,,,,,[],,
d8lyn1XTOHE,https://www.youtube.com/watch?v=d8lyn1XTOHE,False,False,,,,,,0,0.0,,,,,[],,
2twePMxw4uc,https://www.youtube.com/watch?v=2twePMxw4uc,False,False,,,,,,0,0.0,,,,,[],,
DVhTXCJRFiA,https://www.youtube.com/watch?v=DVhTXCJRFiA,False,False,,,,,,0,0.0,,,,,[],,
lbBohcKpkb8,https://www.youtube.com/watch?v=lbBohcKpkb8,False,False,,,,,,0,0.0,,,,,[],,
7T9D3BDjpJM,https://www.youtube.com/watch?v=7T9D3BDjpJM,False,False,,,,,,0,0.0,,,,,[],,
QbuYOZ0IeP8,https://www.youtube.com/watch?v=QbuYOZ0IeP8,False,False,,,,,,0,0.0,,,,,[],,
GtVDVQoTGXs,https://www.youtube.com/watch?v=GtVDVQoTGXs,False,False,,,,,,0,0.0,,,,,[],,
WUVfPdOgUMs,https://www.youtube.com/watch?v=WUVfPdOgUMs,False,False,,,,,,0,0.0,,,,,[],,
qM--tMLtWUo,https://www.youtube.com/watch?v=qM--tMLtWUo,False,False,,,,,,0,0.0,,,,,[],,
H8zV_o0SUt4,https://www.youtube.com/watch?v=H8zV_o0SUt4,False,False,,,,,,0,0.0,,,,,[],,
aAAmO_1G5vU,https://www.youtube.com/watch?v=aAAmO_1G5vU,False,False,,,,,,0,0.0,,,,,[],,
FPp_VzVCjZE,https://www.youtube.com/watch?v=FPp_VzVCjZE,False,False,,,,,,0,0.0,,,,,[],,
